timestamp,roomid,count
12/16/2014 09:55:00 AM,1,0
12/16/2014 09:55:00 AM,2,10
12/16/2014 10:00:00 AM,1,9
12/16/2014 10:00:00 AM,2,10
12/16/2014 10:05:00 AM,2,4
12/16/2014 10:05:00 AM,1,2
12/16/2014 10:10:00 AM,2,2
12/16/2014 10:10:00 AM,1,5
12/16/2014 10:15:00 AM,2,5
12/16/2014 10:20:00 AM,2,3
12/16/2014 10:20:00 AM,1,0
12/16/2014 10:25:00 AM,2,7
12/16/2014 10:30:00 AM,2,8
12/16/2014 10:30:00 AM,1,6
12/16/2014 10:35:00 AM,1,0
12/16/2014 10:40:00 AM,2,4
12/16/2014 10:40:00 AM,1,9
12/16/2014 10:45:00 AM,1,2
12/16/2014 10:45:00 AM,2,8
12/16/2014 10:50:00 AM,2,2
12/16/2014 10:50:00 AM,1,1
12/16/2014 10:55:00 AM,2,5
12/16/2014 10:55:00 AM,1,7
12/16/2014 11:00:00 AM,2,0
12/16/2014 11:00:00 AM,1,10
12/16/2014 11:05:00 AM,2,4
12/16/2014 11:05:00 AM,1,5
12/16/2014 11:10:00 AM,2,4
12/16/2014 11:15:00 AM,2,7
12/16/2014 11:15:00 AM,1,6
12/16/2014 11:20:00 AM,1,1
12/16/2014 11:20:00 AM,2,9
12/16/2014 11:25:00 AM,2,10
12/16/2014 11:25:00 AM,1,7
12/16/2014 11:30:00 AM,2,10
12/16/2014 11:30:00 AM,1,0
12/16/2014 11:35:00 AM,2,1
12/16/2014 11:35:00 AM,1,10
12/16/2014 11:40:00 AM,2,2
12/16/2014 11:40:00 AM,1,6
12/16/2014 11:45:00 AM,2,6
12/16/2014 11:45:00 AM,1,0
12/16/2014 11:50:00 AM,2,9
12/16/2014 11:50:00 AM,1,4
12/16/2014 11:55:00 AM,2,10
12/16/2014 11:55:00 AM,1,4
12/16/2014 12:00:00 PM,2,2
12/16/2014 12:00:00 PM,1,8
12/16/2014 12:05:00 PM,1,2
12/16/2014 12:05:00 PM,2,3
12/16/2014 12:10:00 PM,1,8
12/16/2014 12:15:00 PM,1,0
12/16/2014 12:15:00 PM,2,8
12/16/2014 12:20:00 PM,2,7
12/16/2014 12:25:00 PM,2,8
12/16/2014 12:30:00 PM,1,8
12/16/2014 12:35:00 PM,1,5
12/16/2014 12:35:00 PM,2,2
12/16/2014 12:40:00 PM,2,2
12/16/2014 12:40:00 PM,1,0
12/16/2014 12:45:00 PM,2,4
12/16/2014 12:45:00 PM,1,9
12/16/2014 12:50:00 PM,2,9
12/16/2014 12:55:00 PM,1,10
12/16/2014 12:55:00 PM,2,9
12/16/2014 01:00:00 PM,2,4
12/16/2014 01:05:00 PM,1,10
12/16/2014 01:05:00 PM,2,9
12/16/2014 01:10:00 PM,1,2
12/16/2014 01:10:00 PM,2,3
12/16/2014 01:15:00 PM,1,10
12/16/2014 01:15:00 PM,2,5
12/16/2014 01:20:00 PM,1,2
12/16/2014 01:20:00 PM,2,0
12/16/2014 01:25:00 PM,1,4
12/16/2014 01:25:00 PM,2,0
12/16/2014 01:30:00 PM,1,0
12/16/2014 01:35:00 PM,2,1
12/16/2014 01:35:00 PM,1,3
12/16/2014 01:40:00 PM,2,8
12/16/2014 01:40:00 PM,1,5
12/16/2014 01:45:00 PM,2,1
12/16/2014 01:45:00 PM,1,1
12/16/2014 01:50:00 PM,2,10
12/16/2014 01:55:00 PM,1,9
12/16/2014 01:55:00 PM,2,7
12/16/2014 02:00:00 PM,2,5
12/16/2014 02:00:00 PM,1,4
12/16/2014 02:05:00 PM,1,7
12/16/2014 02:05:00 PM,2,2
12/16/2014 02:10:00 PM,1,10
12/16/2014 02:10:00 PM,2,4
12/16/2014 02:15:00 PM,2,9
12/16/2014 02:15:00 PM,1,7
12/16/2014 02:20:00 PM,2,4
12/16/2014 02:20:00 PM,1,10
12/16/2014 02:25:00 PM,1,7
12/16/2014 02:25:00 PM,2,6
12/16/2014 02:30:00 PM,1,2
12/16/2014 02:30:00 PM,2,10
12/16/2014 02:35:00 PM,2,6
12/16/2014 02:35:00 PM,1,6
12/16/2014 02:40:00 PM,1,4
12/16/2014 02:40:00 PM,2,2
12/16/2014 02:45:00 PM,1,6
12/16/2014 02:50:00 PM,1,4
12/16/2014 02:50:00 PM,2,4
12/16/2014 02:55:00 PM,2,10
12/16/2014 03:00:00 PM,1,0
12/16/2014 03:00:00 PM,2,3
12/16/2014 03:05:00 PM,1,10
12/16/2014 03:05:00 PM,2,5
12/16/2014 03:10:00 PM,1,4
12/16/2014 03:10:00 PM,2,6
12/16/2014 03:15:00 PM,1,0
12/16/2014 03:20:00 PM,1,4
12/16/2014 03:25:00 PM,1,3
12/16/2014 03:25:00 PM,2,7
12/16/2014 03:30:00 PM,1,5
12/16/2014 03:35:00 PM,1,10
12/16/2014 03:35:00 PM,2,3
12/16/2014 03:40:00 PM,2,5
12/16/2014 03:40:00 PM,1,5
12/16/2014 03:45:00 PM,2,0
12/16/2014 03:45:00 PM,1,3
12/16/2014 03:50:00 PM,2,0
12/16/2014 03:50:00 PM,1,1
12/16/2014 03:55:00 PM,2,10
12/16/2014 04:00:00 PM,1,10
12/16/2014 04:00:00 PM,2,2
12/16/2014 04:05:00 PM,2,0
12/16/2014 04:05:00 PM,1,3
12/16/2014 04:10:00 PM,1,3
12/16/2014 04:10:00 PM,2,9
12/16/2014 04:15:00 PM,1,3
12/16/2014 04:15:00 PM,2,2
12/16/2014 04:20:00 PM,1,0
12/16/2014 04:20:00 PM,2,10
12/16/2014 04:25:00 PM,1,6
12/16/2014 04:30:00 PM,1,6
12/16/2014 04:30:00 PM,2,3
12/16/2014 04:35:00 PM,1,6
12/16/2014 04:35:00 PM,2,4
12/16/2014 04:40:00 PM,2,10
12/16/2014 04:40:00 PM,1,2
12/16/2014 04:45:00 PM,1,0
12/16/2014 04:50:00 PM,2,8
12/16/2014 04:50:00 PM,1,0
12/16/2014 04:55:00 PM,1,8
12/16/2014 04:55:00 PM,2,6
12/16/2014 05:00:00 PM,1,5
12/16/2014 05:05:00 PM,2,4
12/16/2014 05:05:00 PM,1,2
12/16/2014 05:10:00 PM,2,8
12/16/2014 05:10:00 PM,1,10
12/16/2014 05:15:00 PM,2,1
12/16/2014 05:20:00 PM,1,5
12/16/2014 05:20:00 PM,2,4
12/16/2014 05:25:00 PM,2,5
12/16/2014 05:25:00 PM,1,4
12/16/2014 05:30:00 PM,2,3
12/16/2014 05:35:00 PM,2,5
12/16/2014 05:35:00 PM,1,5
12/16/2014 05:40:00 PM,2,6
12/16/2014 05:45:00 PM,2,10
12/16/2014 05:45:00 PM,1,9
12/16/2014 05:50:00 PM,2,9
12/16/2014 05:55:00 PM,1,6
12/16/2014 05:55:00 PM,2,8
12/16/2014 06:00:00 PM,2,2
12/16/2014 06:00:00 PM,1,5
12/16/2014 06:05:00 PM,2,8
12/16/2014 06:05:00 PM,1,1
12/16/2014 06:10:00 PM,1,4
12/16/2014 06:10:00 PM,2,1
12/16/2014 06:15:00 PM,2,10
12/16/2014 06:15:00 PM,1,4
12/16/2014 06:20:00 PM,1,4
12/16/2014 06:20:00 PM,2,4
12/16/2014 06:25:00 PM,2,9
12/16/2014 06:25:00 PM,1,2
12/16/2014 06:30:00 PM,2,7
12/16/2014 06:35:00 PM,2,9
12/16/2014 06:35:00 PM,1,4
12/16/2014 06:40:00 PM,1,8
12/16/2014 06:45:00 PM,2,4
12/16/2014 06:45:00 PM,1,6
12/16/2014 06:50:00 PM,1,3
12/16/2014 06:50:00 PM,2,6
12/16/2014 06:55:00 PM,2,2
12/16/2014 06:55:00 PM,1,9
12/16/2014 07:00:00 PM,1,0
12/16/2014 07:05:00 PM,2,3
12/16/2014 07:05:00 PM,1,2
12/16/2014 07:10:00 PM,1,4
12/16/2014 07:10:00 PM,2,4
12/16/2014 07:15:00 PM,2,2
12/16/2014 07:15:00 PM,1,7
12/16/2014 07:20:00 PM,2,9
12/16/2014 07:20:00 PM,1,4
12/16/2014 07:30:00 PM,1,3
12/16/2014 07:30:00 PM,2,3
12/16/2014 07:35:00 PM,2,6
12/16/2014 07:35:00 PM,1,7
12/16/2014 07:40:00 PM,1,8
12/16/2014 07:45:00 PM,1,8
12/16/2014 07:50:00 PM,2,8
12/16/2014 07:50:00 PM,1,5
12/16/2014 07:55:00 PM,2,6
12/16/2014 07:55:00 PM,1,5
12/16/2014 08:00:00 PM,2,1
12/16/2014 08:00:00 PM,1,6
12/16/2014 08:05:00 PM,2,3
12/16/2014 08:05:00 PM,1,6
12/16/2014 08:10:00 PM,1,9
12/16/2014 08:10:00 PM,2,4
12/16/2014 08:15:00 PM,2,3
12/16/2014 08:15:00 PM,1,4
12/16/2014 08:20:00 PM,2,7
12/16/2014 08:20:00 PM,1,3
12/16/2014 08:25:00 PM,2,7
12/16/2014 08:25:00 PM,1,1
12/16/2014 08:30:00 PM,1,10
12/16/2014 08:35:00 PM,2,6
12/16/2014 08:35:00 PM,1,1
12/16/2014 08:40:00 PM,2,2
12/16/2014 08:40:00 PM,1,6
12/16/2014 08:45:00 PM,2,2
12/16/2014 08:45:00 PM,1,10
12/16/2014 08:50:00 PM,1,4
12/16/2014 08:50:00 PM,2,2
12/16/2014 08:55:00 PM,1,6
12/16/2014 08:55:00 PM,2,3
12/16/2014 09:00:00 PM,1,2
12/16/2014 09:00:00 PM,2,5
12/16/2014 09:05:00 PM,2,3
12/16/2014 09:10:00 PM,1,10
12/16/2014 09:10:00 PM,2,5
12/16/2014 09:15:00 PM,2,9
12/16/2014 09:20:00 PM,2,3
12/16/2014 09:20:00 PM,1,2
12/16/2014 09:25:00 PM,1,5
12/16/2014 09:25:00 PM,2,3
12/16/2014 09:30:00 PM,1,0
12/16/2014 09:30:00 PM,2,10
12/16/2014 09:35:00 PM,2,0
12/16/2014 09:40:00 PM,1,10
12/16/2014 09:40:00 PM,2,4
12/16/2014 09:45:00 PM,1,8
12/16/2014 09:45:00 PM,2,3
12/16/2014 09:50:00 PM,1,6
12/16/2014 09:55:00 PM,2,0
12/16/2014 09:55:00 PM,1,3
12/16/2014 10:00:00 PM,1,4
12/16/2014 10:00:00 PM,2,10
12/16/2014 10:05:00 PM,1,7
12/16/2014 10:05:00 PM,2,1
12/16/2014 10:10:00 PM,1,8
12/16/2014 10:10:00 PM,2,1
12/16/2014 10:15:00 PM,1,4
12/16/2014 10:20:00 PM,2,3
12/16/2014 10:20:00 PM,1,2
12/16/2014 10:25:00 PM,2,9
12/16/2014 10:25:00 PM,1,0
12/16/2014 10:30:00 PM,2,8
12/16/2014 10:30:00 PM,1,3
12/16/2014 10:35:00 PM,2,2
12/16/2014 10:40:00 PM,1,4
12/16/2014 10:40:00 PM,2,7
12/16/2014 10:45:00 PM,1,1
12/16/2014 10:45:00 PM,2,7
12/16/2014 10:50:00 PM,1,4
12/16/2014 10:50:00 PM,2,0
12/16/2014 10:55:00 PM,1,3
12/16/2014 10:55:00 PM,2,4
12/16/2014 11:00:00 PM,2,10
12/16/2014 11:00:00 PM,1,3
12/16/2014 11:05:00 PM,2,7
12/16/2014 11:05:00 PM,1,0
12/16/2014 11:10:00 PM,2,6
12/16/2014 11:10:00 PM,1,0
12/16/2014 11:15:00 PM,1,6
12/16/2014 11:15:00 PM,2,8
12/16/2014 11:20:00 PM,1,3
12/16/2014 11:20:00 PM,2,10
12/16/2014 11:25:00 PM,2,6
12/16/2014 11:30:00 PM,1,5
12/16/2014 11:30:00 PM,2,10
12/16/2014 11:35:00 PM,1,8
12/16/2014 11:35:00 PM,2,4
12/16/2014 11:40:00 PM,1,5
12/16/2014 11:40:00 PM,2,0
12/16/2014 11:45:00 PM,2,3
12/16/2014 11:45:00 PM,1,4
12/16/2014 11:50:00 PM,2,9
12/16/2014 11:50:00 PM,1,6
12/16/2014 11:55:00 PM,1,8
12/16/2014 11:55:00 PM,2,6
12/17/2014 12:00:00 AM,1,7
12/17/2014 12:00:00 AM,2,1
12/17/2014 12:05:00 AM,1,7
12/17/2014 12:05:00 AM,2,6
12/17/2014 12:10:00 AM,2,1
12/17/2014 12:10:00 AM,1,2
12/17/2014 12:15:00 AM,1,3
12/17/2014 12:20:00 AM,2,6
12/17/2014 12:20:00 AM,1,7
